0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.000000, 000000000000000000000;
0.583496, 001111110001010101100;
0.583252, 001111110001010101010;
0.609497, 001111110001110000001;
0.635620, 001111110010001010111;
